session;group;item_no;type;condition;cond_name;sentence;is_question;question_type;np_in_question;question;corr_answ;target_np_gender;words_in_sentence;word_no_subject;word_no_distractor;word_no_critical
2;2;100;experimental;a;LoSyn/LoSem;Die Hebamme veranlasste, dass der Lebensgefährte, der an die unkomplizierte Geburt geglaubt hatte, jetzt schnell eintraf, um Unterstützung zu zeigen.;no;;;;;masc;20;6;11;16
2;2;101;experimental;b;LoSyn/HiSem;Der Hauptmann befahl, dass der Rekrut, der über den unmenschlichen Ausbilder geflucht hatte, sofort vorzeitig abreiste, bevor Unruhe entstand.;no;;;;;masc;19;6;11;16
2;2;102;experimental;c;HiSyn/LoSem;Der Prüfer vermerkte, dass die Fahrschülerin, die geschimpft hatte, dass der Parkplatz schwierig war, mehrfach vorsichtig rangierte, um die Prüfung zu bestehen.;no;;;;;fem;22;6;12;17
2;2;103;experimental;d;HiSyn/HiSem;Der Befehlshaber würdigte, dass der Elitesoldat, der geglaubt hatte, dass der Kampftaucher gut war, vollkommen lautlos tötete, um unbemerkt vorrücken zu können.;no;;;;;masc;22;6;12;17
2;2;104;experimental;a;LoSyn/LoSem;Der Fan kritisierte, dass der Fußballer, der auf den schwachen Pass spekuliert hatte, bewusst langsam lief, um Kräfte zu sparen.;no;;;;;masc;20;6;11;16
2;2;105;experimental;b;LoSyn/HiSem;Die Floristin hoffte, dass die Braut, die an dem günstigen Lieferanten gezweifelt hatte, morgens rechtzeitig anreiste, um die Bouquets zu kontrollieren.;no;;;;;fem;21;6;11;16
2;2;106;experimental;c;HiSyn/LoSem;Der Winzer lobte, dass die Gräfin, die erzählt hatte, dass der Umbau unkompliziert war, enorm viel investierte, um den Gutshof zu retten.;no;;;;;fem;22;6;12;17
2;2;107;experimental;d;HiSyn/HiSem;Der Dirigent wusste, dass der Violinist, der gejammert hatte, dass der Pianist kompliziert war, unbeschreiblich gefühlvoll spielte, weil seine Familie im Publikum saß.;no;;;;;masc;23;6;12;17
2;2;108;experimental;a;LoSyn/LoSem;Der Hausverwalter hörte, dass die Interessentin, die von der überteuerten Immobilie erfahren hatte, trotzdem nicht absagte, weil sie dringend eine Wohnung suchte.;no;;;;;fem;22;6;11;16
2;2;109;experimental;b;LoSyn/HiSem;Der Bräutigam wollte, dass die Planerin, die von dem verfügbaren Goldschmied gehört hatte, noch einmal nachfragte, um den Ring pünktlich zu erhalten.;no;;;;;fem;22;6;11;16
2;2;110;experimental;c;HiSyn/LoSem;Der Mieter beanstandete, dass der Eigentümer, der gewusst hatte, dass die Abrechnung schludrig war, schamlos weiter abkassierte, um seine Gewinne zu maximieren.;no;;;;;masc;22;6;12;17
2;2;111;experimental;d;HiSyn/HiSem;Der Pressesprecher sagte, dass der Naturschützer, der gehofft hatte, dass der Vermittler erfolgreich war, weiterhin friedlich demonstrierte, um den Wald zu retten.;no;;;;;masc;22;6;12;17
2;2;112;experimental;a;LoSyn/LoSem;Der Geschäftsführer erlaubte, dass die Kundin, die über den unangemessenen Preis gewettert hatte, ausnahmsweise kostenlos umbuchte, um die Situation zu entschärfen.;no;;;;;fem;21;6;11;16
2;2;113;experimental;b;LoSyn/HiSem;Der Kommentator beschrieb, dass die Läuferin, die von dem anspruchsvollen Trainer berichtet hatte, außergewöhnlich schnell aufholte, als das Rennen in die letzte Runde ging.;no;;;;;fem;24;6;11;16
2;2;114;experimental;c;HiSyn/LoSem;Die Leserin hörte, dass die Autorin, die geschwärmt hatte, dass die Lesung fantastisch war, wieder eifrig schrieb, um das Werk zu vollenden.;no;;;;;fem;22;6;12;17
2;2;115;experimental;d;HiSyn/HiSem;Der Kunde dachte, dass der Optiker, der gewarnt hatte, dass der Designer teuer war, sehr ehrlich beriet, obwohl das seine Provision schmälerte.;no;;;;;masc;22;6;12;17
2;2;116;experimental;a;LoSyn/LoSem;Der Tourist bemerkte, dass der Taxifahrer, der über den unfairen Blitzer genörgelt hatte, immer nervös zuckte, wenn eine Ampel rot wurde.;no;;;;;masc;21;6;11;16
2;2;117;experimental;b;LoSyn/HiSem;Der Chefarzt munkelte, dass der Patient, der über den schrecklichen Krankenpfleger geklagt hatte, draußen heimlich rauchte, um zu entspannen.;no;;;;;masc;19;6;11;16
2;2;118;experimental;c;HiSyn/LoSem;Die Künstlerin vermutete, dass der Hersteller, der geschwärmt hatte, dass der Rohstoff ausgezeichnet war, wahrscheinlich etwas übertrieb, um den Profit zu maximieren.;no;;;;;masc;22;6;12;17
2;2;119;experimental;d;HiSyn/HiSem;Der Abteilungsleiter bezweifelte, dass die Personalrätin, die argumentiert hatte, dass der Kandidat inakzeptabel war, noch zeitnah entschied, wie zu verfahren sei.;no;;;;;fem;21;6;12;17
2;2;120;experimental;a;LoSyn/LoSem;Das Opfer glaubte, dass die Kommissarin, die von dem anonymen Hinweis erfahren hatte, weiter akribisch ermittelte, um eine Spur zu finden.;no;;;;;fem;21;6;11;16
2;3;61;experimental;c;HiSyn/LoSem;Der Staatsanwalt hörte, dass der Schmuggler, der ausgesagt hatte, dass das Verbrechen grausam war, einfach heimlich abtauchte, um der Bestrafung zu entgehen.;yes;main_verb;target;War es der Schmuggler, der einfach abtauchte?;j;masc;22;6;12;17
2;3;62;experimental;d;HiSyn/HiSem;Die Nachbarin glaubte, dass der Witwer, der erzählt hatte, dass der Einbrecher schrecklich war, regelmäßig abends trank, um zu vergessen.;yes;main_verb;distractor;War es der Einbrecher, der regelmäßig trank?;f;masc;20;6;12;17
2;3;63;experimental;a;LoSyn/LoSem;Der Barkeeper bemerkte, dass der Gast, der von dem außergewöhnlichen Lied geschwärmt hatte, sehr ausgelassen feierte, um die Stimmung anzuheizen.;yes;main_verb;target;War es der Gast, der ausgelassen feierte?;j;masc;20;6;11;16
2;3;64;experimental;b;LoSyn/HiSem;Die Assistentin erzählte, dass die Moderatorin, die an die erfolgreiche Beraterin geglaubt hatte, oft wochenlang fastete, um Gewicht zu verlieren.;yes;main_verb;distractor;War es die Beraterin, die wochenlang fastete?;f;fem;20;6;11;16
2;3;65;experimental;c;HiSyn/LoSem;Der Zooleiter erklärte, dass die Tierpflegerin, die geschimpft hatte, dass der Stall unangemessen war, enorm viel leistete, um das Nashorn zu pflegen.;yes;main_verb;target;War es die Tierpflegerin, die viel leistete?;j;fem;22;6;12;17
2;3;66;experimental;d;HiSyn/HiSem;Die Ehefrau hoffte, dass der Soldat, der gehört hatte, dass der General waghalsig war, jetzt schnell zurückkam, um bei ihr zu sein.;yes;adj;target;War der Soldat waghalsig?;f;masc;22;6;12;17
2;3;67;experimental;a;LoSyn/LoSem;Die Trainerin vermutete, dass der Skifahrer, der von der anspruchsvollen Route gewusst hatte, noch heimlich abkürzte, um die Konkurrenz zu überholen.;yes;adj;distractor;War die Route anspruchsvoll?;j;masc;21;6;11;16
2;3;68;experimental;b;LoSyn/HiSem;Der Kommissar bemerkte, dass die Zeugin, die über den auffälligen Flüchtigen ausgesagt hatte, dauerhaft leicht zitterte, obwohl es nicht kalt war.;yes;adj;target;War die Zeugin auffällig?;f;fem;21;6;11;16
2;3;69;experimental;c;HiSyn/LoSem;Die Tante wusste, dass die Mutter, die gelästert hatte, dass die Klassenfahrt einfallslos war, sehr motiviert nachdachte, um das Ferienprogramm interessant zu gestalten.;yes;adj;distractor;War die Klassenfahrt einfallslos?;j;fem;23;6;12;17
2;3;70;experimental;d;HiSyn/HiSem;Der Vorgesetzte befürchtete, dass die Polizistin, die berichtet hatte, dass der Mann verdächtig war, einfach unüberlegt handelte, bevor Beweise vorlagen.;yes;adj;target;War die Polizistin verdächtig?;f;fem;20;6;12;17
2;3;71;experimental;a;LoSyn/LoSem;Die Verlobte unterstütze, dass der Sportler, der von dem großartigen Wettkampf geträumt hatte, regelmäßig stundenlang joggte, um seine Ausdauer zu verbessern.;yes;relcl_verb;intro;War es die Verlobte, die davon geträumt hatte?;f;masc;21;6;11;16
2;3;72;experimental;b;LoSyn/HiSem;Der Arzt akzeptierte, dass der Veteran, der über den unkonventionellen Therapeuten geklagt hatte, leider vorzeitig aufgab, ohne Fortschritte zu machen.;yes;relcl_verb;target;War es der Veteran, der über ihn geklagt hatte?;j;masc;20;6;11;16
2;3;73;experimental;c;HiSyn/LoSem;Der Passagier hoffte, dass die Schaffnerin, die gewettert hatte, dass der Anschlusszug verspätet war, jetzt bald pfiff, damit der Zug abfahren konnte.;yes;relcl_verb;intro;War es der Passagier, der gewettert hatte?;f;fem;22;6;12;17
2;3;74;experimental;d;HiSyn/HiSem;Der Virologe bestätigte, dass die Laborantin, die gewarnt hatte, dass der Pharmazeut unberechenbar war, leider schwer erkrankte, bevor ein Medikament gefunden wurde.;yes;relcl_verb;target;War es die Laborantin, die gewarnt hatte?;j;fem;22;6;12;17
2;3;75;experimental;a;LoSyn/LoSem;Der Seelsorger wusste, dass die Schülerin, die von dem prägenden Vorfall geträumt hatte, grundsätzlich nie weinte, um keine Schwäche zu zeigen.;yes;relcl_verb;target;War es die Schülerin, die davon geträumt hatte?;j;fem;21;6;11;16
2;3;76;experimental;b;LoSyn/HiSem;Der Regierungssprecher verkündete, dass der Politiker, der an den zwielichtigen Informanten geglaubt hatte, noch heute zurücktrat, um Schaden abzuwenden.;yes;intro_verb;target;Verkündete es der Politiker?;f;masc;19;6;11;16
2;3;77;experimental;c;HiSyn/LoSem;Der Gärtner tuschelte, dass der Liebhaber, der gespottet hatte, dass die Ehe langweilig war, gelegentlich etwas prahlte, um Unsicherheit zu überspielen.;yes;intro_verb;intro;War es der Gärtner, der tuschelte?;j;masc;21;6;12;17
2;3;78;experimental;d;HiSyn/HiSem;Der Jugendliche sah, dass der Kumpel, der geprahlt hatte, dass der Rapper krass war, heimlich abends ausging, obwohl er Hausarrest hatte.;yes;intro_verb;target;Sah es der Kumpel?;f;masc;21;6;12;17
2;3;79;experimental;a;LoSyn/LoSem;Der Großvater berichtete, dass die Enkelin, die von dem geistreichen Spiel geschwärmt hatte, immer gern redete, um zu erfahren, wie es ihm geht.;yes;intro_verb;intro;Berichtete es der Großvater?;j;fem;23;6;11;16
2;3;80;experimental;b;LoSyn/HiSem;Die Marktleiterin vermutete, dass die Kassiererin, die gegen die furchtbare Aushilfe argumentiert hatte, weiter beharrlich kämpfte, weil sie etwas erreichen wollte.;yes;intro_verb;target;War es die Kassiererin, die das vermutete?;f;fem;21;6;11;16
2;3;81;experimental;c;HiSyn/LoSem;Der Anwalt bewies, dass die Angeklagte, die gejammert hatte, dass die Aussage unglaubwürdig war, teilweise dreist log, um den Richter zu beeinflussen.;no;;;;;fem;22;6;12;17
2;3;82;experimental;d;HiSyn/HiSem;Der Redakteur vermutete, dass der Schauspieler, der beklagt hatte, dass der Fotograf unprofessionell war, weiter angestrengt lächelte, um keine Schlagzeilen zu provozieren.;no;;;;;masc;22;6;12;17
2;3;83;experimental;a;LoSyn/LoSem;Der Gerichtsdiener bestätigte, dass der Einbrecher, der von dem schrecklichen Gefängnis erfahren hatte, stundenlang umfassend aussagte, um seinen Komplizen zu belasten.;no;;;;;masc;21;6;11;16
2;3;84;experimental;b;LoSyn/HiSem;Der Tontechniker sah, dass der Schlagzeuger, der über den schwachen Gitarristen gelästert hatte, gelegentlich abends kiffte, um zu entspannen.;no;;;;;masc;19;6;11;16
2;3;85;experimental;c;HiSyn/LoSem;Der Schichtleiter erzählte, dass die Angestellte, die bezweifelt hatte, dass der Termin verbindlich war, stets offen kommunizierte, um Unklarheiten zu vermeiden.;no;;;;;fem;21;6;12;17
2;3;86;experimental;d;HiSyn/HiSem;Der Brautvater bestätigte, dass die Trauzeugin, die gewusst hatte, dass die Schwiegermutter anspruchsvoll war, sehr pünktlich losfuhr, um alles vorzubereiten.;no;;;;;fem;20;6;12;17
2;3;87;experimental;a;LoSyn/LoSem;Der Teamleiter kritisierte, dass der Kurier, der über die komplizierte Übergabe gelästert hatte, einfach kurzfristig kündigte, weil er einen besseren Job gefunden hatte.;no;;;;;masc;23;6;11;16
2;3;88;experimental;b;LoSyn/HiSem;Der Busfahrer befürchtete, dass der Kollege, der mit dem günstigen Mechaniker kalkuliert hatte, sehr risikoreich beschleunigte, um als Erster anzukommen.;no;;;;;masc;20;6;11;16
2;3;89;experimental;c;HiSyn/LoSem;Die Putzhilfe bemerkte, dass die Köchin, die gemeckert hatte, dass das Suppenhuhn alt war, immer wieder nachsalzte, um das Gericht zu retten.;no;;;;;fem;22;6;12;17
2;3;90;experimental;d;HiSyn/HiSem;Der Matrose ertrug, dass der Kapitän, der gehofft hatte, dass der Elektriker erfolgreich war, wiederholt laut fluchte, als die Maschine versagte.;no;;;;;masc;21;6;12;17
2;3;91;experimental;a;LoSyn/LoSem;Die Mandantin berichtete, dass die Anwältin, die auf das faire Urteil gehofft hatte, weiter unermüdlich arbeitete, um einen Freispruch zu erwirken.;no;;;;;fem;21;6;11;16
2;3;92;experimental;b;LoSyn/HiSem;Der Rektor wollte, dass die Referendarin, die von dem schlechten Schüler berichtet hatte, trotzdem weiter unterrichtete, um den Unterrichtsausfall zu kompensieren.;no;;;;;fem;21;6;11;16
2;3;93;experimental;c;HiSyn/LoSem;Der Lehrling beobachtete, dass der Friseur, der gelästert hatte, dass die Haarfarbe unmöglich war, spät abends putzte, nachdem alle anderen gegangen waren.;no;;;;;masc;22;6;12;17
2;3;94;experimental;d;HiSyn/HiSem;Der Sozialarbeiter organisierte, dass der Obdachlose, der gehofft hatte, dass der Heimleiter zugänglich war, erstmals langfristig unterkam, um sein Leben in den Griff zu bekommen.;no;;;;;masc;25;6;12;17
2;3;95;experimental;a;LoSyn/LoSem;Der Reporter beobachtete, dass die Leichtathletin, die von der unfairen Kontrolle berichtet hatte, weiter diszipliniert trainierte, um Anerkennung zu bekommen.;no;;;;;fem;20;6;11;16
2;3;96;experimental;b;LoSyn/HiSem;Der Ersthelfer bedauerte, dass die Schwerverletzte, die von dem gefährlichen Autofahrer erzählt hatte, leider tragischerweise verstarb, bevor professionelle Hilfe eintraf.;no;;;;;fem;20;6;11;16
2;3;97;experimental;c;HiSyn/LoSem;Der Produzent erduldete, dass die Regisseurin, die gemeckert hatte, dass der Drehort katastrophal war, andauernd weiter lästerte, um ihrem Ärger Luft zu machen.;no;;;;;fem;23;6;12;17
2;3;98;experimental;d;HiSyn/HiSem;Der Manager wollte, dass der Sänger, der gehört hatte, dass der Kritiker gnadenlos war, trotzdem wieder auftrat, um seine Angst zu überwinden.;no;;;;;masc;22;6;12;17
2;3;99;experimental;a;LoSyn/LoSem;Der IT-Spezialist entdeckte, dass die Kollegin, die von der problematischen Software gewusst hatte, dennoch absichtlich schwieg, um keine Aufmerksamkeit auf sich zu lenken.;no;;;;;fem;23;6;11;16
2;3;100;experimental;b;LoSyn/HiSem;Die Hebamme veranlasste, dass der Lebensgefährte, der an den unkomplizierten Assistenzarzt geglaubt hatte, jetzt schnell eintraf, um Unterstützung zu zeigen.;no;;;;;masc;20;6;11;16
2;3;101;experimental;c;HiSyn/LoSem;Der Hauptmann befahl, dass der Rekrut, der geflucht hatte, dass die Grundausbildung unmenschlich war, sofort vorzeitig abreiste, bevor Unruhe entstand.;no;;;;;masc;20;6;12;17
2;3;102;experimental;d;HiSyn/HiSem;Der Prüfer vermerkte, dass die Fahrschülerin, die geschimpft hatte, dass der Fahrlehrer schwierig war, mehrfach vorsichtig rangierte, um die Prüfung zu bestehen.;no;;;;;fem;22;6;12;17
2;3;103;experimental;a;LoSyn/LoSem;Der Befehlshaber würdigte, dass der Elitesoldat, der an die gute Strategie geglaubt hatte, vollkommen lautlos tötete, um unbemerkt vorrücken zu können.;no;;;;;masc;21;6;11;16
2;3;104;experimental;b;LoSyn/HiSem;Der Fan kritisierte, dass der Fußballer, der auf den schwachen Gegner spekuliert hatte, bewusst langsam lief, um Kräfte zu sparen.;no;;;;;masc;20;6;11;16
2;3;105;experimental;c;HiSyn/LoSem;Die Floristin hoffte, dass die Braut, die bezweifelt hatte, dass die Blumenauswahl günstig war, morgens rechtzeitig anreiste, um die Bouquets zu kontrollieren.;no;;;;;fem;22;6;12;17
2;3;106;experimental;d;HiSyn/HiSem;Der Winzer lobte, dass die Gräfin, die erzählt hatte, dass der Handwerker unkompliziert war, enorm viel investierte, um den Gutshof zu retten.;no;;;;;fem;22;6;12;17
2;3;107;experimental;a;LoSyn/LoSem;Der Dirigent wusste, dass der Violinist, der wegen des komplizierten Stückes gejammert hatte, unbeschreiblich gefühlvoll spielte, weil seine Familie im Publikum saß.;no;;;;;masc;22;6;11;16
2;3;108;experimental;b;LoSyn/HiSem;Der Hausverwalter hörte, dass die Interessentin, die von dem überteuerten Makler erfahren hatte, trotzdem nicht absagte, weil sie dringend eine Wohnung suchte.;no;;;;;fem;22;6;11;16
2;3;109;experimental;c;HiSyn/LoSem;Der Bräutigam wollte, dass die Planerin, die gehört hatte, dass der Diamantring verfügbar war, noch einmal nachfragte, um den Ring pünktlich zu erhalten.;no;;;;;fem;23;6;12;17
2;3;110;experimental;d;HiSyn/HiSem;Der Mieter beanstandete, dass der Eigentümer, der gewusst hatte, dass der Hausmeister schludrig war, schamlos weiter abkassierte, um seine Gewinne zu maximieren.;no;;;;;masc;22;6;12;17
2;3;111;experimental;a;LoSyn/LoSem;Der Pressesprecher sagte, dass der Naturschützer, der auf die erfolgreiche Verhandlung gehofft hatte, weiterhin friedlich demonstrierte, um den Wald zu retten.;no;;;;;masc;21;6;11;16
2;3;112;experimental;b;LoSyn/HiSem;Der Geschäftsführer erlaubte, dass die Kundin, die über den unangemessenen Verkäufer gewettert hatte, ausnahmsweise kostenlos umbuchte, um die Situation zu entschärfen.;no;;;;;fem;21;6;11;16
2;3;113;experimental;c;HiSyn/LoSem;Der Kommentator beschrieb, dass die Läuferin, die berichtet hatte, dass das Training anspruchsvoll war, außergewöhnlich schnell aufholte, als das Rennen in die letzte Runde ging.;no;;;;;fem;25;6;12;17
2;3;114;experimental;d;HiSyn/HiSem;Die Leserin hörte, dass die Autorin, die geschwärmt hatte, dass die Lektorin fantastisch war, wieder eifrig schrieb, um das Werk zu vollenden.;no;;;;;fem;22;6;12;17
2;3;115;experimental;a;LoSyn/LoSem;Der Kunde dachte, dass der Optiker, der vor dem teuren Brillengestell gewarnt hatte, sehr ehrlich beriet, obwohl das seine Provision schmälerte.;no;;;;;masc;21;6;11;16
2;3;116;experimental;b;LoSyn/HiSem;Der Tourist bemerkte, dass der Taxifahrer, der über den unfairen Polizisten genörgelt hatte, immer nervös zuckte, wenn eine Ampel rot wurde.;no;;;;;masc;21;6;11;16
2;3;117;experimental;c;HiSyn/LoSem;Der Chefarzt munkelte, dass der Patient, der geklagt hatte, dass der Schmerz schrecklich war, draußen heimlich rauchte, um zu entspannen.;no;;;;;masc;20;6;12;17
2;3;118;experimental;d;HiSyn/HiSem;Die Künstlerin vermutete, dass der Hersteller, der geschwärmt hatte, dass der Fachmann ausgezeichnet war, wahrscheinlich etwas übertrieb, um den Profit zu maximieren.;no;;;;;masc;22;6;12;17
2;3;119;experimental;a;LoSyn/LoSem;Der Abteilungsleiter bezweifelte, dass die Personalrätin, die gegen den inakzeptablen Vertrag argumentiert hatte, noch zeitnah entschied, wie zu verfahren sei.;no;;;;;fem;20;6;11;16
2;3;120;experimental;b;LoSyn/HiSem;Das Opfer glaubte, dass die Kommissarin, die von dem anonymen Anrufer erfahren hatte, weiter akribisch ermittelte, um eine Spur zu finden.;no;;;;;fem;21;6;11;16
2;4;61;experimental;d;HiSyn/HiSem;Der Staatsanwalt hörte, dass der Schmuggler, der ausgesagt hatte, dass der Drogenhändler grausam war, einfach heimlich abtauchte, um der Bestrafung zu entgehen.;yes;main_verb;distractor;War es der Drogenhändler, der einfach abtauchte?;f;masc;22;6;12;17
2;4;62;experimental;a;LoSyn/LoSem;Die Nachbarin glaubte, dass der Witwer, der von dem schrecklichen Verlust erzählt hatte, regelmäßig abends trank, um zu vergessen.;yes;main_verb;target;War es der Witwer, der regelmäßig trank?;j;masc;19;6;11;16
2;4;63;experimental;b;LoSyn/HiSem;Der Barkeeper bemerkte, dass der Gast, der von dem außergewöhnlichen Musiker geschwärmt hatte, sehr ausgelassen feierte, um die Stimmung anzuheizen.;yes;main_verb;distractor;War es der Musiker, der ausgelassen feierte?;f;masc;20;6;11;16
2;4;64;experimental;c;HiSyn/LoSem;Die Assistentin erzählte, dass die Moderatorin, die geglaubt hatte, dass die Sendung erfolgreich war, oft wochenlang fastete, um Gewicht zu verlieren.;yes;main_verb;target;War es die Moderatorin, die wochenlang fastete?;j;fem;21;6;12;17
2;4;65;experimental;d;HiSyn/HiSem;Der Zooleiter erklärte, dass die Tierpflegerin, die geschimpft hatte, dass der Tierarzt unangemessen war, enorm viel leistete, um das Nashorn zu pflegen.;yes;main_verb;distractor;War es der Tierarzt, der viel leistete?;f;fem;22;6;12;17
2;4;66;experimental;a;LoSyn/LoSem;Die Ehefrau hoffte, dass der Soldat, der von dem waghalsigen Einsatz gehört hatte, jetzt schnell zurückkam, um bei ihr zu sein.;yes;adj;distractor;War der Einsatz waghalsig?;j;masc;21;6;11;16
2;4;67;experimental;b;LoSyn/HiSem;Die Trainerin vermutete, dass der Skifahrer, der von dem anspruchsvollen Sponsor gewusst hatte, noch heimlich abkürzte, um die Konkurrenz zu überholen.;yes;adj;target;War der Skifahrer anspruchsvoll?;f;masc;21;6;11;16
2;4;68;experimental;c;HiSyn/LoSem;Der Kommissar bemerkte, dass die Zeugin, die ausgesagt hatte, dass der Fluchtwagen auffällig war, dauerhaft leicht zitterte, obwohl es nicht kalt war.;yes;adj;distractor;War der Fluchtwagen auffällig?;j;fem;22;6;12;17
2;4;69;experimental;d;HiSyn/HiSem;Die Tante wusste, dass die Mutter, die gelästert hatte, dass der Lehrer einfallslos war, sehr motiviert nachdachte, um das Ferienprogramm interessant zu gestalten.;yes;adj;target;War die Mutter einfallslos?;f;fem;23;6;12;17
2;4;70;experimental;a;LoSyn/LoSem;Der Vorgesetzte befürchtete, dass die Polizistin, die von dem verdächtigen Wagen berichtet hatte, einfach unüberlegt handelte, bevor Beweise vorlagen.;yes;adj;distractor;War der Wagen verdächtig?;j;fem;19;6;11;16
2;4;71;experimental;b;LoSyn/HiSem;Die Verlobte unterstütze, dass der Sportler, der von dem großartigen Coach geträumt hatte, regelmäßig stundenlang joggte, um seine Ausdauer zu verbessern.;yes;relcl_verb;target;War es der Sportler, der von ihm geträumt hatte?;j;masc;21;6;11;16
2;4;72;experimental;c;HiSyn/LoSem;Der Arzt akzeptierte, dass der Veteran, der beklagt hatte, dass die Therapie unkonventionell war, leider vorzeitig aufgab, ohne Fortschritte zu machen.;yes;relcl_verb;intro;War es der Arzt, der das beklagt hatte?;f;masc;21;6;12;17
2;4;73;experimental;d;HiSyn/HiSem;Der Passagier hoffte, dass die Schaffnerin, die gewettert hatte, dass der Zugführer verspätet war, jetzt bald pfiff, damit der Zug abfahren konnte.;yes;relcl_verb;target;War es die Schaffnerin, die gewettert hatte?;j;fem;22;6;12;17
2;4;74;experimental;a;LoSyn/LoSem;Der Virologe bestätigte, dass die Laborantin, die vor dem unberechenbaren Virus gewarnt hatte, leider schwer erkrankte, bevor ein Medikament gefunden wurde.;yes;relcl_verb;intro;War es der Virologe, der gewarnt hatte?;f;fem;21;6;11;16
2;4;75;experimental;b;LoSyn/HiSem;Der Seelsorger wusste, dass die Schülerin, die von dem prägenden Vater geträumt hatte, grundsätzlich nie weinte, um keine Schwäche zu zeigen.;yes;relcl_verb;intro;War es der Seelsorger, der von ihm geträumt hatte?;f;fem;21;6;11;16
2;4;76;experimental;c;HiSyn/LoSem;Der Regierungssprecher verkündete, dass der Politiker, der geglaubt hatte, dass der Bericht zwielichtig war, noch heute zurücktrat, um Schaden abzuwenden.;yes;intro_verb;intro;Verkündete es der Regierungssprecher?;j;masc;20;6;12;17
2;4;77;experimental;d;HiSyn/HiSem;Der Gärtner tuschelte, dass der Liebhaber, der gespottet hatte, dass der Ehemann langweilig war, gelegentlich etwas prahlte, um Unsicherheit zu überspielen.;yes;intro_verb;target;War es der Liebhaber, der tuschelte?;f;masc;21;6;12;17
2;4;78;experimental;a;LoSyn/LoSem;Der Jugendliche sah, dass der Kumpel, der mit dem krassen Auftritt geprahlt hatte, heimlich abends ausging, obwohl er Hausarrest hatte.;yes;intro_verb;intro;Sah es der Jugendliche?;j;masc;20;6;11;16
2;4;79;experimental;b;LoSyn/HiSem;Der Großvater berichtete, dass die Enkelin, die von der geistreichen Mentorin geschwärmt hatte, immer gern redete, um zu erfahren, wie es ihm geht.;yes;intro_verb;target;Berichtete es die Enkelin?;f;fem;23;6;11;16
2;4;80;experimental;c;HiSyn/LoSem;Die Marktleiterin vermutete, dass die Kassiererin, die argumentiert hatte, dass die Schichtarbeit furchtbar war, weiter beharrlich kämpfte, weil sie etwas erreichen wollte.;yes;intro_verb;intro;War es die Marktleiterin, die das vermutete?;j;fem;22;6;12;17
2;4;81;experimental;d;HiSyn/HiSem;Der Anwalt bewies, dass die Angeklagte, die gejammert hatte, dass der Zeuge unglaubwürdig war, teilweise dreist log, um den Richter zu beeinflussen.;no;;;;;fem;22;6;12;17
2;4;82;experimental;a;LoSyn/LoSem;Der Redakteur vermutete, dass der Schauspieler, der über das unprofessionelle Interview geklagt hatte, weiter angestrengt lächelte, um keine Schlagzeilen zu provozieren.;no;;;;;masc;21;6;11;16
2;4;83;experimental;b;LoSyn/HiSem;Der Gerichtsdiener bestätigte, dass der Einbrecher, der von dem schrecklichen Strafverteidiger erfahren hatte, stundenlang umfassend aussagte, um seinen Komplizen zu belasten.;no;;;;;masc;21;6;11;16
2;4;84;experimental;c;HiSyn/LoSem;Der Tontechniker sah, dass der Schlagzeuger, der gelästert hatte, dass der Text schwach war, gelegentlich abends kiffte, um zu entspannen.;no;;;;;masc;20;6;12;17
2;4;85;experimental;d;HiSyn/HiSem;Der Schichtleiter erzählte, dass die Angestellte, die bezweifelt hatte, dass der Ansprechpartner verbindlich war, stets offen kommunizierte, um Unklarheiten zu vermeiden.;no;;;;;fem;21;6;12;17
2;4;86;experimental;a;LoSyn/LoSem;Der Brautvater bestätigte, dass die Trauzeugin, die von der anspruchsvollen Planung gewusst hatte, sehr pünktlich losfuhr, um alles vorzubereiten.;no;;;;;fem;19;6;11;16
2;4;87;experimental;b;LoSyn/HiSem;Der Teamleiter kritisierte, dass der Kurier, der über den komplizierten Auftraggeber gelästert hatte, einfach kurzfristig kündigte, weil er einen besseren Job gefunden hatte.;no;;;;;masc;23;6;11;16
2;4;88;experimental;c;HiSyn/LoSem;Der Busfahrer befürchtete, dass der Kollege, der kalkuliert hatte, dass das Ersatzteil günstig war, sehr risikoreich beschleunigte, um als Erster anzukommen.;no;;;;;masc;21;6;12;17
2;4;89;experimental;d;HiSyn/HiSem;Die Putzhilfe bemerkte, dass die Köchin, die gemeckert hatte, dass die Chefin alt war, immer wieder nachsalzte, um das Gericht zu retten.;no;;;;;fem;22;6;12;17
2;4;90;experimental;a;LoSyn/LoSem;Der Matrose ertrug, dass der Kapitän, der auf die erfolgreiche Reparatur gehofft hatte, wiederholt laut fluchte, als die Maschine versagte.;no;;;;;masc;20;6;11;16
2;4;91;experimental;b;LoSyn/HiSem;Die Mandantin berichtete, dass die Anwältin, die auf die faire Richterin gehofft hatte, weiter unermüdlich arbeitete, um einen Freispruch zu erwirken.;no;;;;;fem;21;6;11;16
2;4;92;experimental;c;HiSyn/LoSem;Der Rektor wollte, dass die Referendarin, die berichtet hatte, dass der Plan schlecht war, trotzdem weiter unterrichtete, um den Unterrichtsausfall zu kompensieren.;no;;;;;fem;22;6;12;17
2;4;93;experimental;d;HiSyn/HiSem;Der Lehrling beobachtete, dass der Friseur, der gelästert hatte, dass der Nachbar unmöglich war, spät abends putzte, nachdem alle anderen gegangen waren.;no;;;;;masc;22;6;12;17
